0,1
0.00200401,0.998
0.00400802,0.996004
0.00601202,0.994012
0.00801603,0.992024
0.01002,0.99004
0.012024,0.98806
0.0140281,0.986084
0.0160321,0.984112
0.0180361,0.982143
0.0200401,0.980179
0.0220441,0.978219
0.0240481,0.976262
0.0260521,0.97431
0.0280561,0.972361
0.0300601,0.970416
0.0320641,0.968476
0.0340681,0.966539
0.0360721,0.964606
0.0380762,0.962676
0.0400802,0.960751
0.0420842,0.958829
0.0440882,0.956912
0.0460922,0.954998
0.0480962,0.953088
0.0501002,0.951182
0.0521042,0.949279
0.0541082,0.947381
0.0561122,0.945486
0.0581162,0.943595
0.0601202,0.941708
0.0621242,0.939825
0.0641283,0.937945
0.0661323,0.936069
0.0681363,0.934197
0.0701403,0.932328
0.0721443,0.930464
0.0741483,0.928603
0.0761523,0.926746
0.0781563,0.924892
0.0801603,0.923042
0.0821643,0.921196
0.0841683,0.919354
0.0861723,0.917515
0.0881764,0.91568
0.0901804,0.913849
0.0921844,0.912021
0.0941884,0.910197
0.0961924,0.908377
0.0981964,0.90656
0.1002,0.904747
0.102204,0.902937
0.104208,0.901131
0.106212,0.899329
0.108216,0.897531
0.11022,0.895735
0.112224,0.893944
0.114228,0.892156
0.116232,0.890372
0.118236,0.888591
0.12024,0.886814
0.122244,0.88504
0.124248,0.88327
0.126253,0.881504
0.128257,0.879741
0.130261,0.877981
0.132265,0.876225
0.134269,0.874473
0.136273,0.872724
0.138277,0.870978
0.140281,0.869236
0.142285,0.867498
0.144289,0.865763
0.146293,0.864031
0.148297,0.862303
0.150301,0.860579
0.152305,0.858858
0.154309,0.85714
0.156313,0.855426
0.158317,0.853715
0.160321,0.852007
0.162325,0.850303
0.164329,0.848603
0.166333,0.846905
0.168337,0.845212
0.170341,0.843521
0.172345,0.841834
0.174349,0.840151
0.176353,0.83847
0.178357,0.836793
0.180361,0.83512
0.182365,0.833449
0.184369,0.831783
0.186373,0.830119
0.188377,0.828459
0.190381,0.826802
0.192385,0.825148
0.194389,0.823498
0.196393,0.821851
0.198397,0.820207
0.200401,0.818567
0.202405,0.81693
0.204409,0.815296
0.206413,0.813665
0.208417,0.812038
0.210421,0.810414
0.212425,0.808793
0.214429,0.807175
0.216433,0.805561
0.218437,0.80395
0.220441,0.802342
0.222445,0.800737
0.224449,0.799136
0.226453,0.797538
0.228457,0.795943
0.230461,0.794351
0.232465,0.792762
0.234469,0.791176
0.236473,0.789594
0.238477,0.788015
0.240481,0.786439
0.242485,0.784866
0.244489,0.783296
0.246493,0.78173
0.248497,0.780166
0.250501,0.778606
0.252505,0.777049
0.254509,0.775495
0.256513,0.773944
0.258517,0.772396
0.260521,0.770851
0.262525,0.769309
0.264529,0.767771
0.266533,0.766235
0.268537,0.764703
0.270541,0.763173
0.272545,0.761647
0.274549,0.760123
0.276553,0.758603
0.278557,0.757086
0.280561,0.755572
0.282565,0.754061
0.284569,0.752553
0.286573,0.751047
0.288577,0.749545
0.290581,0.748046
0.292585,0.74655
0.294589,0.745057
0.296593,0.743567
0.298597,0.74208
0.300601,0.740596
0.302605,0.739115
0.304609,0.737636
0.306613,0.736161
0.308617,0.734689
0.310621,0.733219
0.312625,0.731753
0.314629,0.730289
0.316633,0.728829
0.318637,0.727371
0.320641,0.725916
0.322645,0.724465
0.324649,0.723016
0.326653,0.72157
0.328657,0.720126
0.330661,0.718686
0.332665,0.717249
0.334669,0.715814
0.336673,0.714383
0.338677,0.712954
0.340681,0.711528
0.342685,0.710105
0.344689,0.708685
0.346693,0.707267
0.348697,0.705853
0.350701,0.704441
0.352705,0.703032
0.354709,0.701626
0.356713,0.700223
0.358717,0.698823
0.360721,0.697425
0.362725,0.69603
0.364729,0.694638
0.366733,0.693249
0.368737,0.691862
0.370741,0.690478
0.372745,0.689098
0.374749,0.687719
0.376754,0.686344
0.378758,0.684971
0.380762,0.683601
0.382766,0.682234
0.38477,0.68087
0.386774,0.679508
0.388778,0.678149
0.390782,0.676793
0.392786,0.675439
0.39479,0.674088
0.396794,0.67274
0.398798,0.671394
0.400802,0.670052
0.402806,0.668712
0.40481,0.667374
0.406814,0.666039
0.408818,0.664707
0.410822,0.663378
0.412826,0.662051
0.41483,0.660727
0.416834,0.659406
0.418838,0.658087
0.420842,0.656771
0.422846,0.655457
0.42485,0.654146
0.426854,0.652838
0.428858,0.651532
0.430862,0.650229
0.432866,0.648929
0.43487,0.647631
0.436874,0.646335
0.438878,0.645043
0.440882,0.643753
0.442886,0.642465
0.44489,0.64118
0.446894,0.639898
0.448898,0.638618
0.450902,0.637341
0.452906,0.636066
0.45491,0.634794
0.456914,0.633524
0.458918,0.632257
0.460922,0.630993
0.462926,0.629731
0.46493,0.628471
0.466934,0.627215
0.468938,0.62596
0.470942,0.624708
0.472946,0.623459
0.47495,0.622212
0.476954,0.620967
0.478958,0.619726
0.480962,0.618486
0.482966,0.617249
0.48497,0.616015
0.486974,0.614783
0.488978,0.613553
0.490982,0.612326
0.492986,0.611101
0.49499,0.609879
0.496994,0.608659
0.498998,0.607442
0.501002,0.606227
0.503006,0.605015
0.50501,0.603805
0.507014,0.602597
0.509018,0.601392
0.511022,0.600189
0.513026,0.598989
0.51503,0.597791
0.517034,0.596595
0.519038,0.595402
0.521042,0.594211
0.523046,0.593023
0.52505,0.591837
0.527054,0.590653
0.529058,0.589472
0.531062,0.588293
0.533066,0.587116
0.53507,0.585942
0.537074,0.58477
0.539078,0.5836
0.541082,0.582433
0.543086,0.581268
0.54509,0.580106
0.547094,0.578946
0.549098,0.577788
0.551102,0.576632
0.553106,0.575479
0.55511,0.574328
0.557114,0.573179
0.559118,0.572033
0.561122,0.570889
0.563126,0.569747
0.56513,0.568608
0.567134,0.56747
0.569138,0.566335
0.571142,0.565203
0.573146,0.564072
0.57515,0.562944
0.577154,0.561818
0.579158,0.560695
0.581162,0.559573
0.583166,0.558454
0.58517,0.557337
0.587174,0.556223
0.589178,0.55511
0.591182,0.554
0.593186,0.552892
0.59519,0.551786
0.597194,0.550683
0.599198,0.549581
0.601202,0.548482
0.603206,0.547385
0.60521,0.54629
0.607214,0.545198
0.609218,0.544107
0.611222,0.543019
0.613226,0.541933
0.61523,0.540849
0.617234,0.539767
0.619238,0.538688
0.621242,0.537611
0.623246,0.536535
0.625251,0.535462
0.627255,0.534391
0.629259,0.533323
0.631263,0.532256
0.633267,0.531191
0.635271,0.530129
0.637275,0.529069
0.639279,0.528011
0.641283,0.526955
0.643287,0.525901
0.645291,0.524849
0.647295,0.523799
0.649299,0.522752
0.651303,0.521706
0.653307,0.520663
0.655311,0.519621
0.657315,0.518582
0.659319,0.517545
0.661323,0.51651
0.663327,0.515477
0.665331,0.514446
0.667335,0.513417
0.669339,0.51239
0.671343,0.511365
0.673347,0.510343
0.675351,0.509322
0.677355,0.508303
0.679359,0.507287
0.681363,0.506272
0.683367,0.50526
0.685371,0.504249
0.687375,0.503241
0.689379,0.502234
0.691383,0.50123
0.693387,0.500227
0.695391,0.499227
0.697395,0.498228
0.699399,0.497232
0.701403,0.496237
0.703407,0.495245
0.705411,0.494254
0.707415,0.493266
0.709419,0.492279
0.711423,0.491295
0.713427,0.490312
0.715431,0.489332
0.717435,0.488353
0.719439,0.487376
0.721443,0.486401
0.723447,0.485429
0.725451,0.484458
0.727455,0.483489
0.729459,0.482522
0.731463,0.481557
0.733467,0.480594
0.735471,0.479633
0.737475,0.478673
0.739479,0.477716
0.741483,0.476761
0.743487,0.475807
0.745491,0.474855
0.747495,0.473906
0.749499,0.472958
0.751503,0.472012
0.753507,0.471068
0.755511,0.470126
0.757515,0.469186
0.759519,0.468247
0.761523,0.467311
0.763527,0.466376
0.765531,0.465443
0.767535,0.464512
0.769539,0.463583
0.771543,0.462656
0.773547,0.461731
0.775551,0.460807
0.777555,0.459886
0.779559,0.458966
0.781563,0.458048
0.783567,0.457132
0.785571,0.456218
0.787575,0.455305
0.789579,0.454395
0.791583,0.453486
0.793587,0.452579
0.795591,0.451674
0.797595,0.45077
0.799599,0.449869
0.801603,0.448969
0.803607,0.448071
0.805611,0.447175
0.807615,0.446281
0.809619,0.445388
0.811623,0.444497
0.813627,0.443608
0.815631,0.442721
0.817635,0.441836
0.819639,0.440952
0.821643,0.44007
0.823647,0.43919
0.825651,0.438312
0.827655,0.437435
0.829659,0.43656
0.831663,0.435687
0.833667,0.434816
0.835671,0.433946
0.837675,0.433078
0.839679,0.432212
0.841683,0.431348
0.843687,0.430485
0.845691,0.429624
0.847695,0.428765
0.849699,0.427907
0.851703,0.427051
0.853707,0.426197
0.855711,0.425345
0.857715,0.424494
0.859719,0.423645
0.861723,0.422798
0.863727,0.421952
0.865731,0.421108
0.867735,0.420266
0.869739,0.419426
0.871743,0.418587
0.873747,0.41775
0.875752,0.416914
0.877756,0.41608
0.87976,0.415248
0.881764,0.414418
0.883768,0.413589
0.885772,0.412762
0.887776,0.411936
0.88978,0.411112
0.891784,0.41029
0.893788,0.409469
0.895792,0.40865
0.897796,0.407833
0.8998,0.407017
0.901804,0.406203
0.903808,0.405391
0.905812,0.40458
0.907816,0.403771
0.90982,0.402964
0.911824,0.402158
0.913828,0.401353
0.915832,0.400551
0.917836,0.399749
0.91984,0.39895
0.921844,0.398152
0.923848,0.397356
0.925852,0.396561
0.927856,0.395768
0.92986,0.394976
0.931864,0.394186
0.933868,0.393398
0.935872,0.392611
0.937876,0.391826
0.93988,0.391042
0.941884,0.39026
0.943888,0.38948
0.945892,0.388701
0.947896,0.387923
0.9499,0.387148
0.951904,0.386373
0.953908,0.385601
0.955912,0.384829
0.957916,0.38406
0.95992,0.383292
0.961924,0.382525
0.963928,0.38176
0.965932,0.380996
0.967936,0.380234
0.96994,0.379474
0.971944,0.378715
0.973948,0.377958
0.975952,0.377202
0.977956,0.376447
0.97996,0.375694
0.981964,0.374943
0.983968,0.374193
0.985972,0.373445
0.987976,0.372698
0.98998,0.371952
0.991984,0.371209
0.993988,0.370466
0.995992,0.369725
0.997996,0.368986
1,0.368248
